GPU Info: NVIDIA A100 80GB PCIe
Starting SAC in MuJoCo environment training...
Starting SAC + clip in MuJoCo environment training...
Command: srun uv run python experiments/mujoco/sac_vlm.py   --env-id HumanoidStandup-v4   --run-id 10486461   --seed 1   --total-timesteps 1000000   --vlm-goal 'A humanoid robot standing on both legs on a flat surface without falling.'   --vlm-n-frames 4   --vlm-frame-every 4   --vlm-clip-every 16   --track   --capture-video   --wandb-project-name cleanrl-experiments --vlm-model-type clip --vlm-model-id openai/clip-vit-base-patch32 --video-every 500
CLIP Initialized: model=openai/clip-vit-base-patch32 n_frames=4, frame_every=4, clip_every=16
 Goal: 'A humanoid robot standing on both legs on a flat surface without falling.', delta_reward=True, normalize_reward=True
[VLM Debug] Reset: raw=0.2190
[VLM Debug] step=16 | raw=0.2175 | shaped=0.0000 | reward_mean=-0.0015
[VLM Debug] step=336 | raw=0.2458 | shaped=9.0714 | reward_mean=0.0002
[VLM Debug] step=352 | raw=0.2485 | shaped=3.5886 | reward_mean=0.0002
[VLM Debug] step=368 | raw=0.2446 | shaped=-5.9618 | reward_mean=0.0002
[VLM Debug] step=384 | raw=0.2341 | shaped=-15.5112 | reward_mean=0.0002
[VLM Debug] step=400 | raw=0.2417 | shaped=10.6635 | reward_mean=0.0002
[VLM Debug] step=416 | raw=0.2417 | shaped=-0.3018 | reward_mean=0.0002
[VLM Debug] step=432 | raw=0.2365 | shaped=-7.9066 | reward_mean=0.0002
[VLM Debug] step=448 | raw=0.2344 | shaped=-3.3080 | reward_mean=0.0002
[VLM Debug] step=464 | raw=0.2399 | shaped=7.6576 | reward_mean=0.0002
[VLM Debug] step=480 | raw=0.2445 | shaped=6.4193 | reward_mean=0.0002
[VLM Debug] step=496 | raw=0.2422 | shaped=-3.6625 | reward_mean=0.0002
[VLM Debug] step=512 | raw=0.2389 | shaped=-5.0773 | reward_mean=0.0002
[VLM Debug] step=528 | raw=0.2340 | shaped=-7.3765 | reward_mean=0.0002
[VLM Debug] step=544 | raw=0.2360 | shaped=2.5289 | reward_mean=0.0002
[VLM Debug] step=560 | raw=0.2339 | shaped=-3.3083 | reward_mean=0.0002
[VLM Debug] step=576 | raw=0.2368 | shaped=3.9442 | reward_mean=0.0002
[VLM Debug] step=592 | raw=0.2358 | shaped=-1.7164 | reward_mean=0.0002
[VLM Debug] step=608 | raw=0.2329 | shaped=-4.5467 | reward_mean=0.0002
[VLM Debug] step=624 | raw=0.2354 | shaped=3.2370 | reward_mean=0.0002
[VLM Debug] step=640 | raw=0.2361 | shaped=0.7602 | reward_mean=0.0002
[VLM Debug] step=656 | raw=0.2310 | shaped=-7.7313 | reward_mean=0.0002
[VLM Debug] step=672 | raw=0.2303 | shaped=-1.1854 | reward_mean=0.0002
[VLM Debug] step=688 | raw=0.2301 | shaped=-0.6546 | reward_mean=0.0002
[VLM Debug] step=704 | raw=0.2361 | shaped=8.3682 | reward_mean=0.0002
[VLM Debug] step=720 | raw=0.2367 | shaped=0.5834 | reward_mean=0.0002
[VLM Debug] step=736 | raw=0.2354 | shaped=-2.2474 | reward_mean=0.0002
[VLM Debug] step=752 | raw=0.2330 | shaped=-3.6628 | reward_mean=0.0002
[VLM Debug] step=768 | raw=0.2383 | shaped=7.3072 | reward_mean=0.0002
[VLM Debug] step=784 | raw=0.2360 | shaped=-3.6631 | reward_mean=0.0002
[VLM Debug] step=800 | raw=0.2347 | shaped=-2.0705 | reward_mean=0.0002
[VLM Debug] step=816 | raw=0.2362 | shaped=1.8223 | reward_mean=0.0002
[VLM Debug] step=832 | raw=0.2393 | shaped=4.1226 | reward_mean=0.0002
[VLM Debug] step=848 | raw=0.2426 | shaped=4.4764 | reward_mean=0.0002
[VLM Debug] step=864 | raw=0.2419 | shaped=-1.1864 | reward_mean=0.0002
[VLM Debug] step=880 | raw=0.2396 | shaped=-3.6638 | reward_mean=0.0002
[VLM Debug] step=896 | raw=0.2357 | shaped=-5.9642 | reward_mean=0.0002
[VLM Debug] step=912 | raw=0.2415 | shaped=8.0163 | reward_mean=0.0002
[VLM Debug] step=928 | raw=0.2299 | shaped=-17.1123 | reward_mean=0.0002
[VLM Debug] step=944 | raw=0.2268 | shaped=-4.7246 | reward_mean=0.0002
[VLM Debug] step=960 | raw=0.2305 | shaped=5.0086 | reward_mean=0.0002
[VLM Debug] step=976 | raw=0.2296 | shaped=-1.5394 | reward_mean=0.0002
[VLM Debug] step=992 | raw=0.2329 | shaped=4.4777 | reward_mean=0.0002
global_step=309307, episode=308, episodic_return=-33.244
[VLM Debug] Reset: raw=0.2188
[VLM Debug] step=16 | raw=0.2214 | shaped=3.5927 | reward_mean=0.0002
[VLM Debug] step=32 | raw=0.2300 | shaped=12.0872 | reward_mean=0.0002
[VLM Debug] step=48 | raw=0.2388 | shaped=12.4404 | reward_mean=0.0002
[VLM Debug] step=64 | raw=0.2339 | shaped=-7.3811 | reward_mean=0.0002
[VLM Debug] step=80 | raw=0.2363 | shaped=3.2377 | reward_mean=0.0002
[VLM Debug] step=96 | raw=0.2343 | shaped=-3.3107 | reward_mean=0.0002
[VLM Debug] step=112 | raw=0.2366 | shaped=3.0609 | reward_mean=0.0002
[VLM Debug] step=128 | raw=0.2399 | shaped=4.4767 | reward_mean=0.0002
[VLM Debug] step=144 | raw=0.2367 | shaped=-4.9041 | reward_mean=0.0002
[VLM Debug] step=160 | raw=0.2355 | shaped=-2.0720 | reward_mean=0.0002
[VLM Debug] step=176 | raw=0.2338 | shaped=-2.7799 | reward_mean=0.0002
[VLM Debug] step=192 | raw=0.2349 | shaped=1.2913 | reward_mean=0.0002
[VLM Debug] step=208 | raw=0.2405 | shaped=7.8405 | reward_mean=0.0002
[VLM Debug] step=224 | raw=0.2365 | shaped=-6.1436 | reward_mean=0.0002
[VLM Debug] step=240 | raw=0.2362 | shaped=-0.6560 | reward_mean=0.0002
[VLM Debug] step=256 | raw=0.2383 | shaped=2.7074 | reward_mean=0.0002
[VLM Debug] step=272 | raw=0.2366 | shaped=-2.7804 | reward_mean=0.0002
[VLM Debug] step=288 | raw=0.2379 | shaped=1.6454 | reward_mean=0.0002
[VLM Debug] step=304 | raw=0.2378 | shaped=-0.4790 | reward_mean=0.0002
[VLM Debug] step=320 | raw=0.2365 | shaped=-2.2494 | reward_mean=0.0002
[VLM Debug] step=336 | raw=0.2329 | shaped=-5.4361 | reward_mean=0.0002
[VLM Debug] step=352 | raw=0.2325 | shaped=-0.8327 | reward_mean=0.0002
[VLM Debug] step=368 | raw=0.2345 | shaped=2.5312 | reward_mean=0.0002
[VLM Debug] step=384 | raw=0.2344 | shaped=-0.4788 | reward_mean=0.0002
[VLM Debug] step=400 | raw=0.2355 | shaped=1.2918 | reward_mean=0.0002
[VLM Debug] step=416 | raw=0.2413 | shaped=8.1971 | reward_mean=0.0002
[VLM Debug] step=432 | raw=0.2373 | shaped=-6.1453 | reward_mean=0.0002
[VLM Debug] step=448 | raw=0.2311 | shaped=-9.3321 | reward_mean=0.0002
[VLM Debug] step=464 | raw=0.2349 | shaped=5.1877 | reward_mean=0.0002
[VLM Debug] step=480 | raw=0.2332 | shaped=-2.7807 | reward_mean=0.0002
[VLM Debug] step=496 | raw=0.2327 | shaped=-1.0098 | reward_mean=0.0002
[VLM Debug] step=512 | raw=0.2318 | shaped=-1.5411 | reward_mean=0.0002
[VLM Debug] step=528 | raw=0.2322 | shaped=0.2298 | reward_mean=0.0002
[VLM Debug] step=544 | raw=0.2300 | shaped=-3.4890 | reward_mean=0.0002
[VLM Debug] step=560 | raw=0.2313 | shaped=1.6468 | reward_mean=0.0002
[VLM Debug] step=576 | raw=0.2283 | shaped=-4.7288 | reward_mean=0.0002
[VLM Debug] step=592 | raw=0.2341 | shaped=8.1996 | reward_mean=0.0002
[VLM Debug] step=608 | raw=0.2345 | shaped=0.2298 | reward_mean=0.0002
[VLM Debug] step=624 | raw=0.2312 | shaped=-5.0834 | reward_mean=0.0002
[VLM Debug] step=640 | raw=0.2330 | shaped=2.3554 | reward_mean=0.0002
[VLM Debug] step=656 | raw=0.2349 | shaped=2.3553 | reward_mean=0.0002
[VLM Debug] step=672 | raw=0.2312 | shaped=-5.6151 | reward_mean=0.0002
[VLM Debug] step=688 | raw=0.2307 | shaped=-1.0098 | reward_mean=0.0002
[VLM Debug] step=704 | raw=0.2277 | shaped=-4.7294 | reward_mean=0.0002
[VLM Debug] step=720 | raw=0.2314 | shaped=5.1900 | reward_mean=0.0002
[VLM Debug] step=736 | raw=0.2324 | shaped=1.1158 | reward_mean=0.0002
[VLM Debug] step=752 | raw=0.2332 | shaped=0.7615 | reward_mean=0.0002
[VLM Debug] step=768 | raw=0.2313 | shaped=-2.9585 | reward_mean=0.0002
[VLM Debug] step=784 | raw=0.2305 | shaped=-1.5413 | reward_mean=0.0002
[VLM Debug] step=800 | raw=0.2278 | shaped=-4.1985 | reward_mean=0.0002
[VLM Debug] step=816 | raw=0.2289 | shaped=1.2934 | reward_mean=0.0002
[VLM Debug] step=832 | raw=0.2256 | shaped=-5.0843 | reward_mean=0.0002
[VLM Debug] step=848 | raw=0.2261 | shaped=0.4079 | reward_mean=0.0002
[VLM Debug] step=864 | raw=0.2280 | shaped=2.5339 | reward_mean=0.0002
[VLM Debug] step=880 | raw=0.2274 | shaped=-1.1868 | reward_mean=0.0002
[VLM Debug] step=896 | raw=0.2273 | shaped=-0.4781 | reward_mean=0.0002
[VLM Debug] step=912 | raw=0.2333 | shaped=8.3809 | reward_mean=0.0002
[VLM Debug] step=928 | raw=0.2280 | shaped=-7.9201 | reward_mean=0.0002
[VLM Debug] step=944 | raw=0.2384 | shaped=14.7590 | reward_mean=0.0002
[VLM Debug] step=960 | raw=0.2345 | shaped=-5.9714 | reward_mean=0.0002
[VLM Debug] step=976 | raw=0.2368 | shaped=3.0651 | reward_mean=0.0002
[VLM Debug] step=992 | raw=0.2295 | shaped=-10.9324 | reward_mean=0.0002
global_step=310308, episode=309, episodic_return=26.487
[VLM Debug] Reset: raw=0.2212
[VLM Debug] step=16 | raw=0.2208 | shaped=-0.8325 | reward_mean=0.0002
[VLM Debug] step=32 | raw=0.2318 | shaped=15.6453 | reward_mean=0.0002
[VLM Debug] step=48 | raw=0.2368 | shaped=6.9627 | reward_mean=0.0002
[VLM Debug] step=64 | raw=0.2383 | shaped=1.8242 | reward_mean=0.0002
[VLM Debug] step=80 | raw=0.2404 | shaped=2.7101 | reward_mean=0.0002
[VLM Debug] step=96 | raw=0.2402 | shaped=-0.4795 | reward_mean=0.0002
[VLM Debug] step=112 | raw=0.2412 | shaped=1.1153 | reward_mean=0.0002
[VLM Debug] step=128 | raw=0.2404 | shaped=-1.5428 | reward_mean=0.0002
[VLM Debug] step=144 | raw=0.2437 | shaped=4.4823 | reward_mean=0.0002
[VLM Debug] step=160 | raw=0.2383 | shaped=-8.0998 | reward_mean=0.0002
[VLM Debug] step=176 | raw=0.2362 | shaped=-3.3148 | reward_mean=0.0002
[VLM Debug] step=192 | raw=0.2366 | shaped=0.2297 | reward_mean=0.0002
[VLM Debug] step=208 | raw=0.2383 | shaped=2.1791 | reward_mean=0.0002
[VLM Debug] step=224 | raw=0.2350 | shaped=-5.0872 | reward_mean=0.0002
[VLM Debug] step=240 | raw=0.2385 | shaped=4.8378 | reward_mean=0.0002
[VLM Debug] step=256 | raw=0.2361 | shaped=-3.8468 | reward_mean=0.0002
[VLM Debug] step=272 | raw=0.2329 | shaped=-4.9101 | reward_mean=0.0002
[VLM Debug] step=288 | raw=0.2343 | shaped=1.6480 | reward_mean=0.0002
[VLM Debug] step=304 | raw=0.2343 | shaped=-0.3018 | reward_mean=0.0002
[VLM Debug] step=320 | raw=0.2378 | shaped=4.8385 | reward_mean=0.0002
[VLM Debug] step=336 | raw=0.2360 | shaped=-2.9608 | reward_mean=0.0002
[VLM Debug] step=352 | raw=0.2334 | shaped=-4.0243 | reward_mean=0.0002
[VLM Debug] step=368 | raw=0.2357 | shaped=3.0663 | reward_mean=0.0002
[VLM Debug] step=384 | raw=0.2377 | shaped=2.5344 | reward_mean=0.0002
[VLM Debug] step=400 | raw=0.2369 | shaped=-1.3656 | reward_mean=0.0002
[VLM Debug] step=416 | raw=0.2351 | shaped=-2.9610 | reward_mean=0.0002
[VLM Debug] step=432 | raw=0.2354 | shaped=0.0528 | reward_mean=0.0002
[VLM Debug] step=448 | raw=0.2393 | shaped=5.3713 | reward_mean=0.0002
[VLM Debug] step=464 | raw=0.2377 | shaped=-2.6068 | reward_mean=0.0002
[VLM Debug] step=480 | raw=0.2401 | shaped=3.2439 | reward_mean=0.0002
[VLM Debug] step=496 | raw=0.2399 | shaped=-0.6567 | reward_mean=0.0002
[VLM Debug] step=512 | raw=0.2367 | shaped=-4.9118 | reward_mean=0.0002
[VLM Debug] step=528 | raw=0.2393 | shaped=3.4216 | reward_mean=0.0002
[VLM Debug] step=544 | raw=0.2367 | shaped=-4.0255 | reward_mean=0.0002
[VLM Debug] step=560 | raw=0.2355 | shaped=-2.0749 | reward_mean=0.0002
[VLM Debug] step=576 | raw=0.2351 | shaped=-0.8336 | reward_mean=0.0002
[VLM Debug] step=592 | raw=0.2354 | shaped=0.0530 | reward_mean=0.0002
[VLM Debug] step=608 | raw=0.2350 | shaped=-0.8337 | reward_mean=0.0002
[VLM Debug] step=624 | raw=0.2354 | shaped=0.2304 | reward_mean=0.0002
[VLM Debug] step=640 | raw=0.2360 | shaped=0.5850 | reward_mean=0.0002
[VLM Debug] step=656 | raw=0.2383 | shaped=3.0677 | reward_mean=0.0002
[VLM Debug] step=672 | raw=0.2397 | shaped=1.8263 | reward_mean=0.0002
[VLM Debug] step=688 | raw=0.2401 | shaped=0.2301 | reward_mean=0.0002
[VLM Debug] step=704 | raw=0.2426 | shaped=3.2451 | reward_mean=0.0002
[VLM Debug] step=720 | raw=0.2412 | shaped=-2.2531 | reward_mean=0.0002
[VLM Debug] step=736 | raw=0.2437 | shaped=3.2452 | reward_mean=0.0002
[VLM Debug] step=752 | raw=0.2428 | shaped=-1.5438 | reward_mean=0.0002
[VLM Debug] step=768 | raw=0.2432 | shaped=0.2300 | reward_mean=0.0002
[VLM Debug] step=784 | raw=0.2413 | shaped=-2.9628 | reward_mean=0.0002
[VLM Debug] step=800 | raw=0.2444 | shaped=4.1324 | reward_mean=0.0002
[VLM Debug] step=816 | raw=0.2401 | shaped=-6.5106 | reward_mean=0.0002
[VLM Debug] step=832 | raw=0.2394 | shaped=-1.3662 | reward_mean=0.0002
[VLM Debug] step=848 | raw=0.2418 | shaped=3.2459 | reward_mean=0.0002
[VLM Debug] step=864 | raw=0.2457 | shaped=5.3745 | reward_mean=0.0002
[VLM Debug] step=880 | raw=0.2396 | shaped=-9.1719 | reward_mean=0.0002
[VLM Debug] step=896 | raw=0.2361 | shaped=-5.4463 | reward_mean=0.0002
[VLM Debug] step=912 | raw=0.2421 | shaped=8.3909 | reward_mean=0.0002
[VLM Debug] step=928 | raw=0.2429 | shaped=0.9398 | reward_mean=0.0002
[VLM Debug] step=944 | raw=0.2395 | shaped=-5.2694 | reward_mean=0.0002
[VLM Debug] step=960 | raw=0.2394 | shaped=-0.4792 | reward_mean=0.0002
[VLM Debug] step=976 | raw=0.2380 | shaped=-2.2533 | reward_mean=0.0002
[VLM Debug] step=992 | raw=0.2286 | shaped=-13.9622 | reward_mean=0.0002
global_step=311309, episode=310, episodic_return=-29.132
[VLM Debug] Reset: raw=0.2242
[VLM Debug] step=16 | raw=0.2280 | shaped=5.1989 | reward_mean=0.0002
[VLM Debug] step=32 | raw=0.2336 | shaped=7.8599 | reward_mean=0.0002
[VLM Debug] step=48 | raw=0.2400 | shaped=8.9240 | reward_mean=0.0002
[VLM Debug] step=64 | raw=0.2367 | shaped=-5.0924 | reward_mean=0.0002
[VLM Debug] step=80 | raw=0.2402 | shaped=4.8434 | reward_mean=0.0002
[VLM Debug] step=96 | raw=0.2397 | shaped=-1.0118 | reward_mean=0.0002
[VLM Debug] step=112 | raw=0.2428 | shaped=4.1337 | reward_mean=0.0002
[VLM Debug] step=128 | raw=0.2430 | shaped=0.0526 | reward_mean=0.0002
[VLM Debug] step=144 | raw=0.2444 | shaped=1.6496 | reward_mean=0.0002
[VLM Debug] step=160 | raw=0.2399 | shaped=-6.8677 | reward_mean=0.0002
[VLM Debug] step=176 | raw=0.2386 | shaped=-2.0765 | reward_mean=0.0002
[VLM Debug] step=192 | raw=0.2426 | shaped=5.3765 | reward_mean=0.0002
[VLM Debug] step=208 | raw=0.2402 | shaped=-3.6738 | reward_mean=0.0002
[VLM Debug] step=224 | raw=0.2340 | shaped=-9.3522 | reward_mean=0.0002
[VLM Debug] step=240 | raw=0.2323 | shaped=-2.7860 | reward_mean=0.0002
[VLM Debug] step=256 | raw=0.2328 | shaped=0.4085 | reward_mean=0.0002
[VLM Debug] step=272 | raw=0.2345 | shaped=2.1831 | reward_mean=0.0002
[VLM Debug] step=288 | raw=0.2347 | shaped=0.0534 | reward_mean=0.0002
[VLM Debug] step=304 | raw=0.2338 | shaped=-1.7214 | reward_mean=0.0002
[VLM Debug] step=320 | raw=0.2345 | shaped=0.7634 | reward_mean=0.0002
[VLM Debug] step=336 | raw=0.2338 | shaped=-1.3664 | reward_mean=0.0002
[VLM Debug] step=352 | raw=0.2365 | shaped=3.6033 | reward_mean=0.0002
[VLM Debug] step=368 | raw=0.2454 | shaped=12.6550 | reward_mean=0.0002
[VLM Debug] step=384 | raw=0.2430 | shaped=-3.6746 | reward_mean=0.0002
[VLM Debug] step=400 | raw=0.2489 | shaped=8.2176 | reward_mean=0.0002
[VLM Debug] step=416 | raw=0.2439 | shaped=-7.5798 | reward_mean=0.0002
[VLM Debug] step=432 | raw=0.2424 | shaped=-2.4321 | reward_mean=0.0002
[VLM Debug] step=448 | raw=0.2408 | shaped=-2.6096 | reward_mean=0.0002
[VLM Debug] step=464 | raw=0.2362 | shaped=-7.0471 | reward_mean=0.0002
[VLM Debug] step=480 | raw=0.2350 | shaped=-2.0766 | reward_mean=0.0002
[VLM Debug] step=496 | raw=0.2371 | shaped=2.7163 | reward_mean=0.0002
[VLM Debug] step=512 | raw=0.2352 | shaped=-2.9644 | reward_mean=0.0002
[VLM Debug] step=528 | raw=0.2430 | shaped=11.0597 | reward_mean=0.0002
[VLM Debug] step=544 | raw=0.2422 | shaped=-1.5447 | reward_mean=0.0002
[VLM Debug] step=560 | raw=0.2367 | shaped=-8.2905 | reward_mean=0.0002
[VLM Debug] step=576 | raw=0.2380 | shaped=1.6513 | reward_mean=0.0002
[VLM Debug] step=592 | raw=0.2395 | shaped=1.8288 | reward_mean=0.0002
[VLM Debug] step=608 | raw=0.2372 | shaped=-3.6749 | reward_mean=0.0002
[VLM Debug] step=624 | raw=0.2378 | shaped=0.5862 | reward_mean=0.0002
[VLM Debug] step=640 | raw=0.2375 | shaped=-0.6567 | reward_mean=0.0002
[VLM Debug] step=656 | raw=0.2357 | shaped=-2.9648 | reward_mean=0.0002
[VLM Debug] step=672 | raw=0.2334 | shaped=-3.6749 | reward_mean=0.0002
[VLM Debug] step=688 | raw=0.2358 | shaped=3.2500 | reward_mean=0.0002
[VLM Debug] step=704 | raw=0.2301 | shaped=-8.6467 | reward_mean=0.0002
[VLM Debug] step=720 | raw=0.2354 | shaped=7.3342 | reward_mean=0.0002
[VLM Debug] step=736 | raw=0.2379 | shaped=3.4276 | reward_mean=0.0002
[VLM Debug] step=752 | raw=0.2310 | shaped=-10.4227 | reward_mean=0.0002
[VLM Debug] step=768 | raw=0.2349 | shaped=5.3812 | reward_mean=0.0002
[VLM Debug] step=784 | raw=0.2285 | shaped=-9.5348 | reward_mean=0.0002
[VLM Debug] step=800 | raw=0.2299 | shaped=1.6525 | reward_mean=0.0002
[VLM Debug] step=816 | raw=0.2332 | shaped=4.4937 | reward_mean=0.0002
[VLM Debug] step=832 | raw=0.2310 | shaped=-3.4975 | reward_mean=0.0002
[VLM Debug] step=848 | raw=0.2319 | shaped=1.1198 | reward_mean=0.0002
[VLM Debug] step=864 | raw=0.2285 | shaped=-5.2735 | reward_mean=0.0002
[VLM Debug] step=880 | raw=0.2299 | shaped=1.6528 | reward_mean=0.0002
[VLM Debug] step=896 | raw=0.2303 | shaped=0.4096 | reward_mean=0.0002
[VLM Debug] step=912 | raw=0.2264 | shaped=-5.9841 | reward_mean=0.0002
[VLM Debug] step=928 | raw=0.2286 | shaped=2.8964 | reward_mean=0.0002
[VLM Debug] step=944 | raw=0.2333 | shaped=6.4484 | reward_mean=0.0002
[VLM Debug] step=960 | raw=0.2285 | shaped=-7.2278 | reward_mean=0.0002
[VLM Debug] step=976 | raw=0.2327 | shaped=5.7382 | reward_mean=0.0002
[VLM Debug] step=992 | raw=0.2310 | shaped=-2.7876 | reward_mean=0.0002
global_step=312310, episode=311, episodic_return=-123.590
[VLM Debug] Reset: raw=0.2253
[VLM Debug] step=16 | raw=0.2158 | shaped=-14.1546 | reward_mean=0.0002
[VLM Debug] step=32 | raw=0.2349 | shaped=27.4029 | reward_mean=0.0002
[VLM Debug] step=48 | raw=0.2435 | shaped=12.3068 | reward_mean=0.0002
[VLM Debug] step=64 | raw=0.2386 | shaped=-7.4054 | reward_mean=0.0002
[VLM Debug] step=80 | raw=0.2435 | shaped=6.8017 | reward_mean=0.0002
[VLM Debug] step=96 | raw=0.2422 | shaped=-2.2555 | reward_mean=0.0002
[VLM Debug] step=112 | raw=0.2435 | shaped=1.6516 | reward_mean=0.0002
[VLM Debug] step=128 | raw=0.2412 | shaped=-3.6764 | reward_mean=0.0002
[VLM Debug] step=144 | raw=0.2397 | shaped=-2.4331 | reward_mean=0.0002
[VLM Debug] step=160 | raw=0.2460 | shaped=8.7560 | reward_mean=0.0002
[VLM Debug] step=176 | raw=0.2421 | shaped=-5.9856 | reward_mean=0.0002
[VLM Debug] step=192 | raw=0.2445 | shaped=3.2503 | reward_mean=0.0002
[VLM Debug] step=208 | raw=0.2479 | shaped=4.6711 | reward_mean=0.0002
[VLM Debug] step=224 | raw=0.2405 | shaped=-11.1367 | reward_mean=0.0002
[VLM Debug] step=240 | raw=0.2406 | shaped=-0.1241 | reward_mean=0.0002
[VLM Debug] step=256 | raw=0.2358 | shaped=-7.2289 | reward_mean=0.0002
[VLM Debug] step=272 | raw=0.2385 | shaped=3.6063 | reward_mean=0.0002
[VLM Debug] step=288 | raw=0.2363 | shaped=-3.4988 | reward_mean=0.0002
[VLM Debug] step=304 | raw=0.2372 | shaped=0.9420 | reward_mean=0.0002
[VLM Debug] step=320 | raw=0.2327 | shaped=-6.8739 | reward_mean=0.0002
[VLM Debug] step=336 | raw=0.2374 | shaped=6.6267 | reward_mean=0.0002
[VLM Debug] step=352 | raw=0.2321 | shaped=-8.1175 | reward_mean=0.0002
[VLM Debug] step=368 | raw=0.2356 | shaped=4.8506 | reward_mean=0.0002
[VLM Debug] step=384 | raw=0.2373 | shaped=2.1858 | reward_mean=0.0002
[VLM Debug] step=400 | raw=0.2369 | shaped=-0.8343 | reward_mean=0.0002
[VLM Debug] step=416 | raw=0.2363 | shaped=-1.1896 | reward_mean=0.0002
[VLM Debug] step=432 | raw=0.2340 | shaped=-3.6768 | reward_mean=0.0002
[VLM Debug] step=448 | raw=0.2339 | shaped=-0.4788 | reward_mean=0.0002
[VLM Debug] step=464 | raw=0.2300 | shaped=-5.9864 | reward_mean=0.0002
[VLM Debug] step=480 | raw=0.2335 | shaped=4.8516 | reward_mean=0.0002
[VLM Debug] step=496 | raw=0.2324 | shaped=-1.9001 | reward_mean=0.0002
[VLM Debug] step=512 | raw=0.2339 | shaped=1.8312 | reward_mean=0.0002
[VLM Debug] step=528 | raw=0.2354 | shaped=1.8311 | reward_mean=0.0002
[VLM Debug] step=544 | raw=0.2365 | shaped=1.2980 | reward_mean=0.0002
[VLM Debug] step=560 | raw=0.2423 | shaped=8.2279 | reward_mean=0.0002
[VLM Debug] step=576 | raw=0.2438 | shaped=1.8307 | reward_mean=0.0002
[VLM Debug] step=592 | raw=0.2404 | shaped=-5.2773 | reward_mean=0.0002
[VLM Debug] step=608 | raw=0.2344 | shaped=-9.0087 | reward_mean=0.0002
[VLM Debug] step=624 | raw=0.2389 | shaped=6.2739 | reward_mean=0.0002
[VLM Debug] step=640 | raw=0.2343 | shaped=-7.0541 | reward_mean=0.0002
[VLM Debug] step=656 | raw=0.2357 | shaped=1.8315 | reward_mean=0.0002
[VLM Debug] step=672 | raw=0.2336 | shaped=-3.3222 | reward_mean=0.0002
[VLM Debug] step=688 | raw=0.2362 | shaped=3.4311 | reward_mean=0.0002
[VLM Debug] step=704 | raw=0.2375 | shaped=1.6538 | reward_mean=0.0002
[VLM Debug] step=720 | raw=0.2369 | shaped=-1.1899 | reward_mean=0.0002
[VLM Debug] step=736 | raw=0.2307 | shaped=-9.3652 | reward_mean=0.0002
[VLM Debug] step=752 | raw=0.2368 | shaped=8.5856 | reward_mean=0.0002
[VLM Debug] step=768 | raw=0.2307 | shaped=-9.1875 | reward_mean=0.0002
[VLM Debug] step=784 | raw=0.2294 | shaped=-2.2557 | reward_mean=0.0002
[VLM Debug] step=800 | raw=0.2305 | shaped=1.2991 | reward_mean=0.0002
[VLM Debug] step=816 | raw=0.2291 | shaped=-2.2558 | reward_mean=0.0002
[VLM Debug] step=832 | raw=0.2297 | shaped=0.5882 | reward_mean=0.0002
[VLM Debug] step=848 | raw=0.2325 | shaped=3.7877 | reward_mean=0.0002
[VLM Debug] step=864 | raw=0.2339 | shaped=1.6545 | reward_mean=0.0002
[VLM Debug] step=880 | raw=0.2323 | shaped=-2.6117 | reward_mean=0.0002
[VLM Debug] step=896 | raw=0.2277 | shaped=-7.0556 | reward_mean=0.0002
[VLM Debug] step=912 | raw=0.2253 | shaped=-3.6779 | reward_mean=0.0002
[VLM Debug] step=928 | raw=0.2252 | shaped=-0.4780 | reward_mean=0.0002
[VLM Debug] step=944 | raw=0.2268 | shaped=2.0109 | reward_mean=0.0002
[VLM Debug] step=960 | raw=0.2294 | shaped=3.4330 | reward_mean=0.0002
[VLM Debug] step=976 | raw=0.2297 | shaped=0.2329 | reward_mean=0.0002
[VLM Debug] step=992 | raw=0.2336 | shaped=5.3886 | reward_mean=0.0002
global_step=313311, episode=312, episodic_return=-143.368
[VLM Debug] Reset: raw=0.2295
[VLM Debug] step=16 | raw=0.2224 | shaped=-10.6122 | reward_mean=0.0002
[VLM Debug] step=32 | raw=0.2363 | shaped=19.9656 | reward_mean=0.0002
[VLM Debug] step=48 | raw=0.2335 | shaped=-4.3900 | reward_mean=0.0002
[VLM Debug] step=64 | raw=0.2393 | shaped=8.0545 | reward_mean=0.0002
[VLM Debug] step=80 | raw=0.2288 | shaped=-15.5896 | reward_mean=0.0002
[VLM Debug] step=96 | raw=0.2328 | shaped=5.5659 | reward_mean=0.0002
[VLM Debug] step=112 | raw=0.2313 | shaped=-2.4342 | reward_mean=0.0002
[VLM Debug] step=128 | raw=0.2303 | shaped=-1.7230 | reward_mean=0.0002
[VLM Debug] step=144 | raw=0.2319 | shaped=2.0105 | reward_mean=0.0002
[VLM Debug] step=160 | raw=0.2350 | shaped=4.1439 | reward_mean=0.0002
[VLM Debug] step=176 | raw=0.2385 | shaped=4.8550 | reward_mean=0.0002
[VLM Debug] step=192 | raw=0.2378 | shaped=-1.3681 | reward_mean=0.0002
[VLM Debug] step=208 | raw=0.2317 | shaped=-9.1911 | reward_mean=0.0002
[VLM Debug] step=224 | raw=0.2371 | shaped=7.5225 | reward_mean=0.0002
[VLM Debug] step=240 | raw=0.2363 | shaped=-1.3680 | reward_mean=0.0002
[VLM Debug] step=256 | raw=0.2349 | shaped=-2.4348 | reward_mean=0.0002
