GPU Info: NVIDIA A10
Starting SAC in MuJoCo environment training...
Starting SAC + qwen in MuJoCo environment training...
Command: srun uv run python experiments/mujoco/sac_vlm.py   --env-id HumanoidStandup-v4   --run-id 10486463   --seed 1   --total-timesteps 1000000   --vlm-goal 'A humanoid robot standing on both legs on a flat surface without falling.'   --vlm-n-frames 4   --vlm-frame-every 4   --vlm-clip-every 16   --track   --capture-video   --wandb-project-name cleanrl-experiments --vlm-model-type qwen --vlm-model-id Qwen/Qwen2-VL-2B-Instruct --video-every 100
Qwen-VL Initialized: model=Qwen/Qwen2-VL-2B-Instruct, n_frames=4, frame_every=4, clip_every=16
delta_reward=True, normalize_reward=True, reward_scale=10.0
[VLM Debug] Reset: raw=0.3074
[VLM Debug] step=16 | raw=0.1128 | shaped=0.0000 | reward_mean=-0.1946
[VLM Debug] Reset: raw=0.2173
[VLM Debug] step=16 | raw=0.1160 | shaped=-27.2410 | reward_mean=-0.0018
[VLM Debug] step=32 | raw=0.1481 | shaped=9.2884 | reward_mean=-0.0018
[VLM Debug] step=48 | raw=0.1582 | shaped=3.2724 | reward_mean=-0.0018
[VLM Debug] step=64 | raw=0.1208 | shaped=-9.7285 | reward_mean=-0.0018
[VLM Debug] step=80 | raw=0.1384 | shaped=5.3115 | reward_mean=-0.0018
[VLM Debug] step=96 | raw=0.1666 | shaped=8.2190 | reward_mean=-0.0018
[VLM Debug] step=112 | raw=0.1442 | shaped=-5.6517 | reward_mean=-0.0018
[VLM Debug] step=128 | raw=0.1561 | shaped=3.7739 | reward_mean=-0.0018
[VLM Debug] step=144 | raw=0.0839 | shaped=-19.2869 | reward_mean=-0.0018
[VLM Debug] step=160 | raw=0.1666 | shaped=23.1557 | reward_mean=-0.0018
[VLM Debug] step=176 | raw=0.1404 | shaped=-6.6868 | reward_mean=-0.0018
[VLM Debug] step=192 | raw=0.1023 | shaped=-9.9279 | reward_mean=-0.0018
[VLM Debug] step=208 | raw=0.0967 | shaped=-1.0384 | reward_mean=-0.0018
[VLM Debug] step=224 | raw=0.0981 | shaped=0.8832 | reward_mean=-0.0018
[VLM Debug] step=240 | raw=0.1384 | shaped=11.5438 | reward_mean=-0.0018
[VLM Debug] step=256 | raw=0.1871 | shaped=13.8319 | reward_mean=-0.0018
[VLM Debug] step=272 | raw=0.1097 | shaped=-20.7043 | reward_mean=-0.0018
[VLM Debug] step=288 | raw=0.1144 | shaped=1.7851 | reward_mean=-0.0018
[VLM Debug] step=304 | raw=0.0851 | shaped=-7.5214 | reward_mean=-0.0018
[VLM Debug] step=320 | raw=0.0804 | shaped=-0.7876 | reward_mean=-0.0018
[VLM Debug] step=336 | raw=0.1082 | shaped=8.1181 | reward_mean=-0.0018
[VLM Debug] step=352 | raw=0.0995 | shaped=-1.8909 | reward_mean=-0.0018
[VLM Debug] step=368 | raw=0.1128 | shaped=4.1413 | reward_mean=-0.0018
[VLM Debug] step=384 | raw=0.1481 | shaped=10.1565 | reward_mean=-0.0018
[VLM Debug] step=400 | raw=0.1520 | shaped=1.5673 | reward_mean=-0.0018
[VLM Debug] step=416 | raw=0.1442 | shaped=-1.6412 | reward_mean=-0.0018
[VLM Debug] step=432 | raw=0.1144 | shaped=-7.6569 | reward_mean=-0.0018
[VLM Debug] step=448 | raw=0.1461 | shaped=9.1878 | reward_mean=-0.0018
[VLM Debug] step=464 | raw=0.0927 | shaped=-14.1237 | reward_mean=-0.0018
[VLM Debug] step=480 | raw=0.1067 | shaped=4.3253 | reward_mean=-0.0018
[VLM Debug] step=496 | raw=0.1277 | shaped=6.2469 | reward_mean=-0.0018
[VLM Debug] step=512 | raw=0.1160 | shaped=-2.7106 | reward_mean=-0.0018
[VLM Debug] step=528 | raw=0.1113 | shaped=-0.7887 | reward_mean=-0.0018
[VLM Debug] step=544 | raw=0.1260 | shaped=4.5258 | reward_mean=-0.0018
[VLM Debug] step=560 | raw=0.1208 | shaped=-0.9059 | reward_mean=-0.0018
[VLM Debug] step=576 | raw=0.1294 | shaped=2.8379 | reward_mean=-0.0018
[VLM Debug] step=592 | raw=0.0863 | shaped=-11.3015 | reward_mean=-0.0018
[VLM Debug] step=608 | raw=0.1009 | shaped=4.4930 | reward_mean=-0.0018
[VLM Debug] step=624 | raw=0.1176 | shaped=5.0611 | reward_mean=-0.0018
[VLM Debug] step=640 | raw=0.1366 | shaped=5.7128 | reward_mean=-0.0018
[VLM Debug] step=656 | raw=0.0863 | shaped=-13.2744 | reward_mean=-0.0018
[VLM Debug] step=672 | raw=0.0839 | shaped=-0.1701 | reward_mean=-0.0018
[VLM Debug] step=688 | raw=0.0716 | shaped=-2.8612 | reward_mean=-0.0018
[VLM Debug] step=704 | raw=0.0863 | shaped=4.5269 | reward_mean=-0.0018
[VLM Debug] step=720 | raw=0.0759 | shaped=-2.3599 | reward_mean=-0.0018
[VLM Debug] step=736 | raw=0.0839 | shaped=2.6883 | reward_mean=-0.0018
[VLM Debug] step=752 | raw=0.0981 | shaped=4.3933 | reward_mean=-0.0018
[VLM Debug] step=768 | raw=0.0940 | shaped=-0.6219 | reward_mean=-0.0018
[VLM Debug] step=784 | raw=0.0851 | shaped=-1.9425 | reward_mean=-0.0018
[VLM Debug] step=800 | raw=0.1481 | shaped=17.7493 | reward_mean=-0.0018
[VLM Debug] step=816 | raw=0.1561 | shaped=2.7039 | reward_mean=-0.0018
[VLM Debug] step=832 | raw=0.0804 | shaped=-20.2463 | reward_mean=-0.0018
[VLM Debug] step=848 | raw=0.1160 | shaped=10.2431 | reward_mean=-0.0018
[VLM Debug] step=864 | raw=0.0967 | shaped=-4.7844 | reward_mean=-0.0018
[VLM Debug] step=880 | raw=0.1067 | shaped=3.2394 | reward_mean=-0.0018
[VLM Debug] step=896 | raw=0.1128 | shaped=2.1694 | reward_mean=-0.0018
[VLM Debug] step=912 | raw=0.1329 | shaped=6.0141 | reward_mean=-0.0018
[VLM Debug] step=928 | raw=0.1260 | shaped=-1.4084 | reward_mean=-0.0018
[VLM Debug] step=944 | raw=0.1242 | shaped=0.0126 | reward_mean=-0.0018
[VLM Debug] step=960 | raw=0.1038 | shaped=-5.1030 | reward_mean=-0.0018
[VLM Debug] step=976 | raw=0.1192 | shaped=4.7275 | reward_mean=-0.0018
[VLM Debug] step=992 | raw=0.1052 | shaped=-3.3311 | reward_mean=-0.0018
global_step=285283, episode=284, episodic_return=26.671
[VLM Debug] Reset: raw=0.2629
[VLM Debug] step=16 | raw=0.1260 | shaped=-37.0057 | reward_mean=-0.0018
[VLM Debug] step=32 | raw=0.1561 | shaped=8.7557 | reward_mean=-0.0018
[VLM Debug] step=48 | raw=0.1277 | shaped=-7.2891 | reward_mean=-0.0018
[VLM Debug] step=64 | raw=0.1442 | shaped=5.0121 | reward_mean=-0.0018
[VLM Debug] step=80 | raw=0.1192 | shaped=-6.3366 | reward_mean=-0.0018
[VLM Debug] step=96 | raw=0.1329 | shaped=4.2603 | reward_mean=-0.0018
[VLM Debug] step=112 | raw=0.1666 | shaped=9.7255 | reward_mean=-0.0018
[VLM Debug] step=128 | raw=0.1500 | shaped=-4.0475 | reward_mean=-0.0018
[VLM Debug] step=144 | raw=0.2147 | shaped=18.2152 | reward_mean=-0.0018
[VLM Debug] step=160 | raw=0.1993 | shaped=-3.7138 | reward_mean=-0.0018
[VLM Debug] step=176 | raw=0.2539 | shaped=15.4397 | reward_mean=-0.0018
[VLM Debug] step=192 | raw=0.2043 | shaped=-13.0734 | reward_mean=-0.0018
[VLM Debug] step=208 | raw=0.1801 | shaped=-6.1537 | reward_mean=-0.0018
[VLM Debug] step=224 | raw=0.1260 | shaped=-14.3089 | reward_mean=-0.0018
[VLM Debug] step=240 | raw=0.1442 | shaped=5.4797 | reward_mean=-0.0018
[VLM Debug] step=256 | raw=0.1082 | shaped=-9.3450 | reward_mean=-0.0018
[VLM Debug] step=272 | raw=0.1097 | shaped=0.9006 | reward_mean=-0.0018
[VLM Debug] step=288 | raw=0.1294 | shaped=5.8980 | reward_mean=-0.0018
[VLM Debug] step=304 | raw=0.1384 | shaped=2.9728 | reward_mean=-0.0018
[VLM Debug] step=320 | raw=0.1968 | shaped=16.4769 | reward_mean=-0.0018
[VLM Debug] step=336 | raw=0.2120 | shaped=4.6764 | reward_mean=-0.0018
[VLM Debug] step=352 | raw=0.2043 | shaped=-1.6082 | reward_mean=-0.0018
[VLM Debug] step=368 | raw=0.1968 | shaped=-1.5748 | reward_mean=-0.0018
[VLM Debug] step=384 | raw=0.1404 | shaped=-14.9459 | reward_mean=-0.0018
[VLM Debug] step=400 | raw=0.1038 | shaped=-9.5297 | reward_mean=-0.0018
[VLM Debug] step=416 | raw=0.0863 | shaped=-4.2810 | reward_mean=-0.0018
[VLM Debug] step=432 | raw=0.1023 | shaped=4.8789 | reward_mean=-0.0018
[VLM Debug] step=448 | raw=0.1009 | shaped=0.1149 | reward_mean=-0.0018
[VLM Debug] step=464 | raw=0.1312 | shaped=8.8069 | reward_mean=-0.0018
[VLM Debug] step=480 | raw=0.0967 | shaped=-8.9622 | reward_mean=-0.0018
[VLM Debug] step=496 | raw=0.1082 | shaped=3.6586 | reward_mean=-0.0018
[VLM Debug] step=512 | raw=0.1442 | shaped=10.3448 | reward_mean=-0.0018
[VLM Debug] step=528 | raw=0.1208 | shaped=-5.8870 | reward_mean=-0.0018
[VLM Debug] step=544 | raw=0.1541 | shaped=9.5925 | reward_mean=-0.0018
[VLM Debug] step=560 | raw=0.1260 | shaped=-7.1912 | reward_mean=-0.0018
[VLM Debug] step=576 | raw=0.1461 | shaped=6.0153 | reward_mean=-0.0018
[VLM Debug] step=592 | raw=0.1461 | shaped=0.4984 | reward_mean=-0.0018
[VLM Debug] step=608 | raw=0.1348 | shaped=-2.6111 | reward_mean=-0.0018
[VLM Debug] step=624 | raw=0.1312 | shaped=-0.4711 | reward_mean=-0.0018
[VLM Debug] step=640 | raw=0.1242 | shaped=-1.4240 | reward_mean=-0.0018
[VLM Debug] step=656 | raw=0.1481 | shaped=7.0358 | reward_mean=-0.0018
[VLM Debug] step=672 | raw=0.1603 | shaped=3.8422 | reward_mean=-0.0018
[VLM Debug] step=688 | raw=0.1541 | shaped=-1.2073 | reward_mean=-0.0018
[VLM Debug] step=704 | raw=0.1603 | shaped=2.2037 | reward_mean=-0.0018
[VLM Debug] step=720 | raw=0.1500 | shaped=-2.3110 | reward_mean=-0.0018
[VLM Debug] step=736 | raw=0.1481 | shaped=-0.0368 | reward_mean=-0.0018
[VLM Debug] step=752 | raw=0.1052 | shaped=-11.2399 | reward_mean=-0.0018
[VLM Debug] step=768 | raw=0.1481 | shaped=12.2368 | reward_mean=-0.0018
[VLM Debug] step=784 | raw=0.1481 | shaped=0.4982 | reward_mean=-0.0018
[VLM Debug] step=800 | raw=0.1520 | shaped=1.5684 | reward_mean=-0.0018
[VLM Debug] step=816 | raw=0.1481 | shaped=-0.5721 | reward_mean=-0.0018
[VLM Debug] step=832 | raw=0.1520 | shaped=1.5684 | reward_mean=-0.0018
[VLM Debug] step=848 | raw=0.1603 | shaped=2.7724 | reward_mean=-0.0018
[VLM Debug] step=864 | raw=0.1646 | shaped=1.6686 | reward_mean=-0.0018
[VLM Debug] step=880 | raw=0.1277 | shaped=-9.6032 | reward_mean=-0.0018
[VLM Debug] step=896 | raw=0.1442 | shaped=5.0138 | reward_mean=-0.0018
[VLM Debug] step=912 | raw=0.1348 | shaped=-2.0774 | reward_mean=-0.0018
[VLM Debug] step=928 | raw=0.1242 | shaped=-2.3951 | reward_mean=-0.0018
[VLM Debug] step=944 | raw=0.1603 | shaped=10.3827 | reward_mean=-0.0018
[VLM Debug] step=960 | raw=0.1603 | shaped=0.4978 | reward_mean=-0.0018
[VLM Debug] step=976 | raw=0.1366 | shaped=-5.9917 | reward_mean=-0.0018
[VLM Debug] step=992 | raw=0.1144 | shaped=-5.5901 | reward_mean=-0.0018
global_step=286284, episode=285, episodic_return=-117.234
[VLM Debug] Reset: raw=0.2510
[VLM Debug] step=16 | raw=0.1461 | shaped=-28.2310 | reward_mean=-0.0018
[VLM Debug] step=32 | raw=0.1384 | shaped=-1.6071 | reward_mean=-0.0018
[VLM Debug] step=48 | raw=0.1242 | shaped=-3.3965 | reward_mean=-0.0018
[VLM Debug] step=64 | raw=0.1404 | shaped=4.9321 | reward_mean=-0.0018
[VLM Debug] step=80 | raw=0.1646 | shaped=7.1227 | reward_mean=-0.0018
[VLM Debug] step=96 | raw=0.1384 | shaped=-6.6584 | reward_mean=-0.0018
[VLM Debug] step=112 | raw=0.2018 | shaped=17.8587 | reward_mean=-0.0018
[VLM Debug] step=128 | raw=0.1666 | shaped=-9.1337 | reward_mean=-0.0018
[VLM Debug] step=144 | raw=0.1348 | shaped=-8.2302 | reward_mean=-0.0018
[VLM Debug] step=160 | raw=0.1404 | shaped=2.0385 | reward_mean=-0.0018
[VLM Debug] step=176 | raw=0.0927 | shaped=-12.5614 | reward_mean=-0.0018
[VLM Debug] step=192 | raw=0.0781 | shaped=-3.5132 | reward_mean=-0.0018
[VLM Debug] step=208 | raw=0.1009 | shaped=6.7556 | reward_mean=-0.0018
[VLM Debug] step=224 | raw=0.1801 | shaped=22.1893 | reward_mean=-0.0018
[VLM Debug] step=240 | raw=0.1348 | shaped=-11.9089 | reward_mean=-0.0018
[VLM Debug] step=256 | raw=0.0863 | shaped=-12.7775 | reward_mean=-0.0018
[VLM Debug] step=272 | raw=0.1384 | shaped=14.7805 | reward_mean=-0.0018
[VLM Debug] step=288 | raw=0.1582 | shaped=5.9174 | reward_mean=-0.0018
[VLM Debug] step=304 | raw=0.1160 | shaped=-11.0721 | reward_mean=-0.0018
[VLM Debug] step=320 | raw=0.1366 | shaped=6.1519 | reward_mean=-0.0018
[VLM Debug] step=336 | raw=0.1666 | shaped=8.7268 | reward_mean=-0.0018
[VLM Debug] step=352 | raw=0.1128 | shaped=-14.2494 | reward_mean=-0.0018
[VLM Debug] step=368 | raw=0.1404 | shaped=8.0581 | reward_mean=-0.0018
[VLM Debug] step=384 | raw=0.1312 | shaped=-2.0089 | reward_mean=-0.0018
[VLM Debug] step=400 | raw=0.1260 | shaped=-0.9386 | reward_mean=-0.0018
[VLM Debug] step=416 | raw=0.1801 | shaped=15.3152 | reward_mean=-0.0018
[VLM Debug] step=432 | raw=0.1896 | shaped=3.1074 | reward_mean=-0.0018
[VLM Debug] step=448 | raw=0.2095 | shaped=5.9502 | reward_mean=-0.0018
[VLM Debug] step=464 | raw=0.1824 | shaped=-6.9268 | reward_mean=-0.0018
[VLM Debug] step=480 | raw=0.1422 | shaped=-10.5051 | reward_mean=-0.0018
[VLM Debug] step=496 | raw=0.1666 | shaped=7.1885 | reward_mean=-0.0018
[VLM Debug] step=512 | raw=0.1848 | shaped=5.4824 | reward_mean=-0.0018
[VLM Debug] step=528 | raw=0.1329 | shaped=-13.7161 | reward_mean=-0.0018
[VLM Debug] step=544 | raw=0.1208 | shaped=-2.8120 | reward_mean=-0.0018
[VLM Debug] step=560 | raw=0.1461 | shaped=7.4231 | reward_mean=-0.0018
[VLM Debug] step=576 | raw=0.1176 | shaped=-7.3278 | reward_mean=-0.0018
[VLM Debug] step=592 | raw=0.1384 | shaped=6.2191 | reward_mean=-0.0018
[VLM Debug] step=608 | raw=0.1603 | shaped=6.4865 | reward_mean=-0.0018
[VLM Debug] step=624 | raw=0.1461 | shaped=-3.3814 | reward_mean=-0.0018
[VLM Debug] step=640 | raw=0.1242 | shaped=-5.5054 | reward_mean=-0.0018
[VLM Debug] step=656 | raw=0.1329 | shaped=2.8910 | reward_mean=-0.0018
[VLM Debug] step=672 | raw=0.1176 | shaped=-3.7158 | reward_mean=-0.0018
[VLM Debug] step=688 | raw=0.1824 | shaped=18.2612 | reward_mean=-0.0018
[VLM Debug] step=704 | raw=0.1225 | shaped=-15.9082 | reward_mean=-0.0018
[VLM Debug] step=720 | raw=0.1038 | shaped=-4.6353 | reward_mean=-0.0018
[VLM Debug] step=736 | raw=0.1067 | shaped=1.3022 | reward_mean=-0.0018
[VLM Debug] step=752 | raw=0.0888 | shaped=-4.4012 | reward_mean=-0.0018
[VLM Debug] step=768 | raw=0.0726 | shaped=-3.9327 | reward_mean=-0.0018
[VLM Debug] step=784 | raw=0.1082 | shaped=10.2510 | reward_mean=-0.0018
[VLM Debug] step=800 | raw=0.0610 | shaped=-12.4463 | reward_mean=-0.0018
[VLM Debug] step=816 | raw=0.0781 | shaped=5.1832 | reward_mean=-0.0018
[VLM Debug] step=832 | raw=0.0914 | shaped=4.1460 | reward_mean=-0.0018
[VLM Debug] step=848 | raw=0.0876 | shaped=-0.5376 | reward_mean=-0.0018
[VLM Debug] step=864 | raw=0.0953 | shaped=2.6239 | reward_mean=-0.0018
[VLM Debug] step=880 | raw=0.0967 | shaped=0.8674 | reward_mean=-0.0018
[VLM Debug] step=896 | raw=0.1097 | shaped=4.0624 | reward_mean=-0.0018
[VLM Debug] step=912 | raw=0.1009 | shaped=-1.9098 | reward_mean=-0.0018
[VLM Debug] step=928 | raw=0.1097 | shaped=2.9082 | reward_mean=-0.0018
[VLM Debug] step=944 | raw=0.1294 | shaped=5.9027 | reward_mean=-0.0018
[VLM Debug] step=960 | raw=0.1067 | shaped=-5.7246 | reward_mean=-0.0018
[VLM Debug] step=976 | raw=0.1208 | shaped=4.3805 | reward_mean=-0.0018
[VLM Debug] step=992 | raw=0.1082 | shaped=-2.9643 | reward_mean=-0.0018
global_step=287285, episode=286, episodic_return=-109.706
[VLM Debug] Reset: raw=0.2629
[VLM Debug] step=16 | raw=0.1366 | shaped=-34.1226 | reward_mean=-0.0018
[VLM Debug] step=32 | raw=0.1192 | shaped=-4.2660 | reward_mean=-0.0018
[VLM Debug] step=48 | raw=0.1541 | shaped=10.0515 | reward_mean=-0.0018
[VLM Debug] step=64 | raw=0.1348 | shaped=-4.7849 | reward_mean=-0.0018
[VLM Debug] step=80 | raw=0.1603 | shaped=7.4924 | reward_mean=-0.0018
[VLM Debug] step=96 | raw=0.1582 | shaped=-0.0683 | reward_mean=-0.0018
[VLM Debug] step=112 | raw=0.1582 | shaped=0.5004 | reward_mean=-0.0018
[VLM Debug] step=128 | raw=0.1520 | shaped=-1.2058 | reward_mean=-0.0018
[VLM Debug] step=144 | raw=0.1541 | shaped=1.0692 | reward_mean=-0.0018
[VLM Debug] step=160 | raw=0.1779 | shaped=7.0245 | reward_mean=-0.0018
[VLM Debug] step=176 | raw=0.2200 | shaped=12.0425 | reward_mean=-0.0018
[VLM Debug] step=192 | raw=0.1710 | shaped=-12.9165 | reward_mean=-0.0018
[VLM Debug] step=208 | raw=0.2043 | shaped=9.6335 | reward_mean=-0.0018
[VLM Debug] step=224 | raw=0.1603 | shaped=-11.5779 | reward_mean=-0.0018
[VLM Debug] step=240 | raw=0.1968 | shaped=10.5033 | reward_mean=-0.0018
[VLM Debug] step=256 | raw=0.1500 | shaped=-12.3137 | reward_mean=-0.0018
[VLM Debug] step=272 | raw=0.1666 | shaped=5.0502 | reward_mean=-0.0018
[VLM Debug] step=288 | raw=0.1688 | shaped=1.1022 | reward_mean=-0.0018
[VLM Debug] step=304 | raw=0.1294 | shaped=-10.3065 | reward_mean=-0.0018
[VLM Debug] step=320 | raw=0.1779 | shaped=13.7824 | reward_mean=-0.0018
[VLM Debug] step=336 | raw=0.1312 | shaped=-12.2802 | reward_mean=-0.0018
[VLM Debug] step=352 | raw=0.1312 | shaped=0.5004 | reward_mean=-0.0018
[VLM Debug] step=368 | raw=0.1733 | shaped=12.0426 | reward_mean=-0.0018
[VLM Debug] step=384 | raw=0.1294 | shaped=-11.5442 | reward_mean=-0.0018
[VLM Debug] step=400 | raw=0.0901 | shaped=-10.2723 | reward_mean=-0.0018
[VLM Debug] step=416 | raw=0.1710 | shaped=22.6792 | reward_mean=-0.0018
[VLM Debug] step=432 | raw=0.0827 | shaped=-23.6995 | reward_mean=-0.0018
[VLM Debug] step=448 | raw=0.1160 | shaped=9.6152 | reward_mean=-0.0018
[VLM Debug] step=464 | raw=0.0927 | shaped=-5.8715 | reward_mean=-0.0018
[VLM Debug] step=480 | raw=0.2227 | shaped=36.0937 | reward_mean=-0.0018
[VLM Debug] step=496 | raw=0.1329 | shaped=-24.0742 | reward_mean=-0.0018
[VLM Debug] step=512 | raw=0.0995 | shaped=-8.6607 | reward_mean=-0.0018
[VLM Debug] step=528 | raw=0.1113 | shaped=3.7265 | reward_mean=-0.0018
[VLM Debug] step=544 | raw=0.0901 | shaped=-5.3007 | reward_mean=-0.0018
[VLM Debug] step=560 | raw=0.1329 | shaped=12.2354 | reward_mean=-0.0018
[VLM Debug] step=576 | raw=0.1160 | shaped=-4.1477 | reward_mean=-0.0018
[VLM Debug] step=592 | raw=0.1260 | shaped=3.2416 | reward_mean=-0.0018
[VLM Debug] step=608 | raw=0.0953 | shaped=-7.8925 | reward_mean=-0.0018
[VLM Debug] step=624 | raw=0.0876 | shaped=-1.6230 | reward_mean=-0.0018
[VLM Debug] step=640 | raw=0.0637 | shaped=-6.0366 | reward_mean=-0.0018
[VLM Debug] step=656 | raw=0.0619 | shaped=-0.0009 | reward_mean=-0.0018
[VLM Debug] step=672 | raw=0.0695 | shaped=2.5906 | reward_mean=-0.0018
[VLM Debug] step=688 | raw=0.0566 | shaped=-3.0273 | reward_mean=-0.0018
[VLM Debug] step=704 | raw=0.0628 | shaped=2.1894 | reward_mean=-0.0018
[VLM Debug] step=720 | raw=0.0566 | shaped=-1.1882 | reward_mean=-0.0018
[VLM Debug] step=736 | raw=0.0566 | shaped=0.5007 | reward_mean=-0.0018
[VLM Debug] step=752 | raw=0.0628 | shaped=2.1895 | reward_mean=-0.0018
[VLM Debug] step=768 | raw=0.0716 | shaped=2.9085 | reward_mean=-0.0018
[VLM Debug] step=784 | raw=0.0550 | shaped=-4.0481 | reward_mean=-0.0018
[VLM Debug] step=800 | raw=0.0770 | shaped=6.5208 | reward_mean=-0.0018
[VLM Debug] step=816 | raw=0.0748 | shaped=-0.1017 | reward_mean=-0.0018
[VLM Debug] step=832 | raw=0.0646 | shaped=-2.2758 | reward_mean=-0.0018
[VLM Debug] step=848 | raw=0.0967 | shaped=9.2803 | reward_mean=-0.0018
[VLM Debug] step=864 | raw=0.0737 | shaped=-5.8050 | reward_mean=-0.0018
[VLM Debug] step=880 | raw=0.0759 | shaped=1.1023 | reward_mean=-0.0018
[VLM Debug] step=896 | raw=0.0737 | shaped=-0.1019 | reward_mean=-0.0018
[VLM Debug] step=912 | raw=0.0863 | shaped=3.9624 | reward_mean=-0.0018
[VLM Debug] step=928 | raw=0.1225 | shaped=10.4181 | reward_mean=-0.0018
[VLM Debug] step=944 | raw=0.1144 | shaped=-1.7251 | reward_mean=-0.0018
[VLM Debug] step=960 | raw=0.0914 | shaped=-5.8061 | reward_mean=-0.0018
[VLM Debug] step=976 | raw=0.0981 | shaped=2.3398 | reward_mean=-0.0018
[VLM Debug] step=992 | raw=0.0815 | shaped=-4.0332 | reward_mean=-0.0018
global_step=288286, episode=287, episodic_return=-270.798
[VLM Debug] Reset: raw=0.2227
[VLM Debug] step=16 | raw=0.1384 | shaped=-22.5804 | reward_mean=-0.0018
[VLM Debug] step=32 | raw=0.1329 | shaped=-1.0041 | reward_mean=-0.0018
[VLM Debug] step=48 | raw=0.1097 | shaped=-5.8712 | reward_mean=-0.0018
[VLM Debug] step=64 | raw=0.1442 | shaped=9.9516 | reward_mean=-0.0018
[VLM Debug] step=80 | raw=0.1481 | shaped=1.5715 | reward_mean=-0.0018
[VLM Debug] step=96 | raw=0.1277 | shaped=-5.0857 | reward_mean=-0.0018
[VLM Debug] step=112 | raw=0.0995 | shaped=-7.2265 | reward_mean=-0.0018
[VLM Debug] step=128 | raw=0.1023 | shaped=1.2711 | reward_mean=-0.0018
[VLM Debug] step=144 | raw=0.1520 | shaped=14.1171 | reward_mean=-0.0018
[VLM Debug] step=160 | raw=0.1067 | shaped=-11.9102 | reward_mean=-0.0018
[VLM Debug] step=176 | raw=0.1329 | shaped=7.6940 | reward_mean=-0.0018
[VLM Debug] step=192 | raw=0.1009 | shaped=-8.2805 | reward_mean=-0.0018
[VLM Debug] step=208 | raw=0.0927 | shaped=-1.7399 | reward_mean=-0.0018
[VLM Debug] step=224 | raw=0.1422 | shaped=14.0671 | reward_mean=-0.0018
[VLM Debug] step=240 | raw=0.1442 | shaped=1.0361 | reward_mean=-0.0018
[VLM Debug] step=256 | raw=0.0759 | shaped=-18.2159 | reward_mean=-0.0018
[VLM Debug] step=272 | raw=0.1500 | shaped=20.8222 | reward_mean=-0.0018
[VLM Debug] step=288 | raw=0.1666 | shaped=5.0498 | reward_mean=-0.0018
[VLM Debug] step=304 | raw=0.1624 | shaped=-0.6705 | reward_mean=-0.0018
[VLM Debug] step=320 | raw=0.1779 | shaped=4.7487 | reward_mean=-0.0018
[VLM Debug] step=336 | raw=0.1666 | shaped=-2.5775 | reward_mean=-0.0018
[VLM Debug] step=352 | raw=0.1500 | shaped=-4.0494 | reward_mean=-0.0018
[VLM Debug] step=368 | raw=0.1710 | shaped=6.2546 | reward_mean=-0.0018
[VLM Debug] step=384 | raw=0.0995 | shaped=-19.1024 | reward_mean=-0.0018
[VLM Debug] step=400 | raw=0.0876 | shaped=-2.7604 | reward_mean=-0.0018
[VLM Debug] step=416 | raw=0.1329 | shaped=12.9286 | reward_mean=-0.0018
[VLM Debug] step=432 | raw=0.1260 | shaped=-1.4062 | reward_mean=-0.0018
[VLM Debug] step=448 | raw=0.1225 | shaped=-0.4527 | reward_mean=-0.0018
[VLM Debug] step=464 | raw=0.1144 | shaped=-1.7240 | reward_mean=-0.0018
[VLM Debug] step=480 | raw=0.1176 | shaped=1.3707 | reward_mean=-0.0018
[VLM Debug] step=496 | raw=0.1646 | shaped=13.3808 | reward_mean=-0.0018
[VLM Debug] step=512 | raw=0.1260 | shaped=-10.0716 | reward_mean=-0.0018
[VLM Debug] step=528 | raw=0.1312 | shaped=1.9392 | reward_mean=-0.0018
[VLM Debug] step=544 | raw=0.1348 | shaped=1.4707 | reward_mean=-0.0018
[VLM Debug] step=560 | raw=0.1422 | shaped=2.5413 | reward_mean=-0.0018
[VLM Debug] step=576 | raw=0.1294 | shaped=-3.0128 | reward_mean=-0.0018
[VLM Debug] step=592 | raw=0.1919 | shaped=17.6300 | reward_mean=-0.0018
[VLM Debug] step=608 | raw=0.1294 | shaped=-16.6292 | reward_mean=-0.0018
[VLM Debug] step=624 | raw=0.1500 | shaped=6.1543 | reward_mean=-0.0018
[VLM Debug] step=640 | raw=0.1461 | shaped=-0.5705 | reward_mean=-0.0018
[VLM Debug] step=656 | raw=0.2069 | shaped=17.1602 | reward_mean=-0.0018
[VLM Debug] step=672 | raw=0.1481 | shaped=-15.6252 | reward_mean=-0.0018
[VLM Debug] step=688 | raw=0.1348 | shaped=-3.1465 | reward_mean=-0.0018
[VLM Debug] step=704 | raw=0.1710 | shaped=10.4358 | reward_mean=-0.0018
[VLM Debug] step=720 | raw=0.1442 | shaped=-6.8603 | reward_mean=-0.0018
[VLM Debug] step=736 | raw=0.1624 | shaped=5.4847 | reward_mean=-0.0018
[VLM Debug] step=752 | raw=0.1993 | shaped=10.6364 | reward_mean=-0.0018
[VLM Debug] step=768 | raw=0.1582 | shaped=-10.7751 | reward_mean=-0.0018
[VLM Debug] step=784 | raw=0.1294 | shaped=-7.3957 | reward_mean=-0.0018
[VLM Debug] step=800 | raw=0.1871 | shaped=16.3235 | reward_mean=-0.0018
[VLM Debug] step=816 | raw=0.1733 | shaped=-3.2812 | reward_mean=-0.0018
[VLM Debug] step=832 | raw=0.1943 | shaped=6.2536 | reward_mean=-0.0018
[VLM Debug] step=848 | raw=0.2043 | shaped=3.2424 | reward_mean=-0.0018
